report_date,year_num,month_num,day_num,day_of_week,quarter_num,is_weekend,is_month_start,is_month_end,revenue_target,log_revenue,revenue_lag_1d,revenue_lag_7d,revenue_lag_365d,revenue_rolling_7d_mean,revenue_rolling_30d_mean,summary_metric_col17,is_missing_date
2023-01-25,2023,1,25,2,1,0,0,0,320,5.771441123130016,2075,3532,822,911.14,1771,4944,false
2023-01-26,2023,1,26,3,1,0,0,0,30187,10.315199773404759,320,1703,1079,4980.29,2736.93,41678,false
2023-01-27,2023,1,27,4,1,0,0,0,349,5.857933154483459,30187,157,1730,5007.71,2728.57,2067,false
2023-01-28,2023,1,28,5,1,1,0,0,425,6.05443934626937,349,194,1790,5040.71,2696.27,1361,false
2023-01-29,2023,1,29,6,1,1,0,0,0,0,425,699,1628,4940.86,2687.2,1970,false
2023-01-30,2023,1,30,0,1,0,0,0,252,5.53338948872752,0,1230,3947,4801.14,2640.77,5286,false
2023-01-31,2023,1,31,1,1,0,0,1,455,6.122492809514386,252,2075,4219,4569.71,2655.93,3098,false
2023-02-01,2023,2,1,2,1,0,1,0,356,5.877735781779639,455,320,387,4574.86,2667.8,4485,false
2023-02-02,2023,2,2,3,1,0,0,0,609,6.413458957167356,356,30187,44383,349.43,2646.1,9016,false
2023-02-03,2023,2,3,4,1,0,0,0,1045,6.952728644624868,609,349,658,448.86,2626.73,5807,false
2023-02-04,2023,2,4,5,1,1,0,0,803,6.6895992691789665,1045,425,2429,502.86,1937,5404,false
2023-02-05,2023,2,5,6,1,1,0,0,2902,7.973499964024629,803,0,833,917.43,2018.07,11965,false
2023-02-06,2023,2,6,0,1,0,0,0,2658,7.88570539124302,2902,252,1429,1261.14,2034.9,5264,false
2023-02-07,2023,2,7,1,1,0,0,0,725,6.587550014824796,2658,455,484,1299.71,2008.67,6196,false
2023-02-08,2023,2,8,2,1,0,0,0,1320,7.186144304522325,725,356,1823,1437.43,2015.77,4062,false
2023-02-09,2023,2,9,3,1,0,0,0,485,6.186208623900494,1320,609,458,1419.71,2004.2,2715,false
2023-02-10,2023,2,10,4,1,0,0,0,587,6.376726947898627,485,1045,1054,1354.29,2023.77,2043,false
2023-02-11,2023,2,11,5,1,1,0,0,450,6.111467339502678,587,803,717,1303.86,2025.57,2270,false
2023-02-12,2023,2,12,6,1,1,0,0,1707,7.443078374348515,450,2902,1470,1133.14,2037.67,5741,false
2023-02-13,2023,2,13,0,1,0,0,0,2282,7.733245646529795,1707,2658,0,1079.43,2049.2,6032,false
2023-02-14,2023,2,14,1,1,0,0,0,1614,7.387090235656757,2282,725,842,1206.43,2068.7,5462,false
2023-02-15,2023,2,15,2,1,0,0,0,1338,7.199678345691172,1614,1320,1222,1209,2032.07,3938,false
2023-02-16,2023,2,16,3,1,0,0,0,879,6.779921907472252,1338,485,4051,1265.29,2044.6,3192,false
2023-02-17,2023,2,17,4,1,0,0,0,329,5.799092654460526,879,587,398,1228.43,1937.83,2575,false
2023-02-18,2023,2,18,5,1,1,0,0,649,6.476972362889683,329,450,2004,1256.86,1902.7,2113,false
2023-02-19,2023,2,19,6,1,1,0,0,822,6.71295620067707,649,1707,1017,1130.43,1924.87,3702,false
2023-02-20,2023,2,20,0,1,0,0,0,1640,7.40306109109009,822,2282,1412,1038.71,1973.07,7018,false
2023-02-21,2023,2,21,1,1,0,0,0,1050,6.9574973708769505,1640,1614,1718,958.14,1984.77,4640,false
2023-02-22,2023,2,22,2,1,0,0,0,1458,7.285506548522785,1050,1338,676,975.29,1992.37,5083,false
2023-02-23,2023,2,23,3,1,0,0,0,720,6.580639137284948,1458,879,378,952.57,1947.2,5316,false
2023-02-24,2023,2,24,4,1,0,0,0,1430,7.266128779556451,720,329,1312,1109.86,1984.2,10963,false
2023-02-25,2023,2,25,5,1,1,0,0,1725,7.453561871643373,1430,649,1555,1263.57,1035.47,4340,false
2023-02-26,2023,2,26,6,1,1,0,0,1083,6.988413181999591,1725,822,1624,1300.86,1059.93,9744,false
2023-02-27,2023,2,27,0,1,0,0,0,983,6.891625897052253,1083,1640,1509,1207,1078.53,6187,false
2023-02-28,2023,2,28,1,1,0,0,1,490,6.19644412779452,983,1050,14492,1127,1094.87,4704,false
2023-03-01,2023,3,1,2,1,0,1,0,1492,7.30854279753919,490,1458,1146,1131.86,1136.2,7593,false
2023-03-02,2023,3,2,3,1,0,0,0,1395,7.241366283322318,1492,720,3909,1228.29,1167.53,11050,false
2023-03-03,2023,3,3,4,1,0,0,0,1140,7.039660349862076,1395,1430,4015,1186.86,1193.67,3916,false
2023-03-04,2023,3,4,5,1,1,0,0,1214,7.102499355774649,1140,1725,2003,1113.86,1213.83,7029,false
2023-03-05,2023,3,5,6,1,1,0,0,1030,6.938284484016959,1214,1083,1251,1106.29,1213.33,6333,false
2023-03-06,2023,3,6,0,1,0,0,0,940,6.846943139585379,1030,983,1161,1100.14,1217.9,3841,false
2023-03-07,2023,3,7,1,1,0,0,0,650,6.478509642208569,940,490,1066,1123,1142.83,2975,false
2023-03-08,2023,3,8,2,1,0,0,0,78,4.3694478524670215,650,1492,1742,921,1056.83,1398,false
2023-03-09,2023,3,9,3,1,0,0,0,280,5.638354669333745,78,1395,145,761.71,1042,2404,false
2023-03-10,2023,3,10,4,1,0,0,0,966,6.874198495453294,280,1140,80,736.86,1030.2,40651,false
2023-03-11,2023,3,11,5,1,1,0,0,1050,6.9574973708769505,966,1214,2110,713.43,1049.03,3425,false
2023-03-12,2023,3,12,6,1,1,0,0,887,6.78897174299217,1050,1030,2159,693,1059.03,7825,false
2023-03-13,2023,3,13,0,1,0,0,0,3124,8.047189562170502,887,940,1153,1005,1148.17,31633,false
2023-03-14,2023,3,14,1,1,0,0,0,1390,7.237778191923443,3124,650,1856,1110.71,1137.6,4692,false
2023-03-15,2023,3,15,2,1,0,0,0,2190,7.692113339595466,1390,78,822,1412.43,1134.53,6551,false
2023-03-16,2023,3,16,3,1,0,0,0,1074,6.980075940561763,2190,280,1042,1525.86,1116.53,6455,false
2023-03-17,2023,3,17,4,1,0,0,0,2656,7.884952945759813,1074,966,678,1767.29,1160.47,5461,false
2023-03-18,2023,3,18,5,1,1,0,0,1365,7.2196420401307355,2656,1050,1270,1812.29,1176.67,6439,false
2023-03-19,2023,3,19,6,1,1,0,0,1412,7.253470382684527,1365,887,1664,1887.29,1212.77,7849,false
2023-03-20,2023,3,20,0,1,0,0,0,1270,7.147559271189454,1412,3124,871,1622.43,1233.47,8577,false
2023-03-21,2023,3,21,1,1,0,0,0,2741,7.91644286012226,1270,1390,1103,1815.43,1297.43,7153,false
2023-03-22,2023,3,22,2,1,0,0,0,1219,7.106606137727302,2741,2190,686,1676.71,1283.4,4394,false
2023-03-23,2023,3,23,3,1,0,0,0,2779,7.930206206684683,1219,1074,320,1920.29,1341.03,10028,false
2023-03-24,2023,3,24,4,1,0,0,0,2780,7.930565854233965,2779,2656,3326,1938,1385.1,9960,false
2023-03-25,2023,3,25,5,1,1,0,0,2704,7.902857191280582,2780,1365,1270,2129.29,1451.23,11873,false
2023-03-26,2023,3,26,6,1,1,0,0,1723,7.452402451223638,2704,1412,2913,2173.71,1461,7526,false
2023-03-27,2023,3,27,0,1,0,0,0,860,6.7580945044277305,1723,1270,4046,2115.14,1432.17,9390,false
2023-03-28,2023,3,28,1,1,0,0,0,2183,7.688913336864795,860,2741,2787,2035.43,1468.83,18164,false
2023-03-29,2023,3,29,2,1,0,0,0,19864,9.896714668248698,2183,1219,7617,4699,2098.2,32982,false
2023-03-30,2023,3,30,3,1,0,0,0,1024,6.932447891572508,19864,2779,30641,4448.29,2116,11938,false
2023-03-31,2023,3,31,4,1,0,0,1,4061,8.30943074214033,1024,2780,1992,4631.29,2201.63,15260,false
2023-04-01,2023,4,1,5,2,1,1,0,484,6.184148890937483,4061,2704,1287,4314.14,2171.27,2328,false
2023-04-02,2023,4,2,6,2,1,0,0,360,5.8888779583328805,484,1723,1466,4119.43,2145.27,3389,false
2023-04-03,2023,4,3,0,2,0,0,0,1114,7.0166096838942185,360,860,959,4155.71,2141.93,3441,false
2023-04-04,2023,4,4,1,2,0,0,0,1137,7.037027614686276,1114,2183,1181,4006.29,2145.5,8962,false
2023-04-05,2023,4,5,2,2,0,0,0,40,3.7135720667043075,1137,19864,726,1174.29,2115.5,5517,false
2023-04-06,2023,4,6,3,2,0,0,0,1527,7.331714969726465,40,1024,744,1246.14,2144.73,7321,false
2023-04-07,2023,4,7,4,2,0,0,0,1055,6.962243464266207,1527,4061,1548,816.71,2177.3,14338,false
2023-04-08,2023,4,8,5,2,1,0,0,899,6.802394763324311,1055,484,3395,876,2197.93,3799,false
2023-04-09,2023,4,9,6,2,1,0,0,446,6.102558594613568,899,360,367,888.29,2180.6,4231,false
2023-04-10,2023,4,10,0,2,0,0,0,320,5.771441123130016,446,1114,552,774.86,2156.27,3391,false
2023-04-11,2023,4,11,1,2,0,0,0,2892,7.9700493049761345,320,1137,1250,1025.57,2223.1,7693,false
2023-04-12,2023,4,12,2,2,0,0,0,2926,7.9817332866918855,2892,40,530,1437.86,2216.5,6680,false
2023-04-13,2023,4,13,3,2,0,0,0,0,0,2926,1527,243,1219.71,2170.17,828,false
2023-04-14,2023,4,14,4,2,0,0,0,660,6.493753839851686,0,1055,185,1163.29,2119.17,6401,false
2023-04-15,2023,4,15,5,2,1,0,0,1559,7.352441100243582,660,899,145,1257.57,2135.33,5660,false
2023-04-16,2023,4,16,6,2,1,0,0,4998,8.51699317141357,1559,446,194,1907.86,2213.4,11150,false
2023-04-17,2023,4,17,0,2,0,0,0,5155,8.547916364059077,4998,320,998,2598.57,2339.73,13528,false
2023-04-18,2023,4,18,1,2,0,0,0,5302,8.57602797713713,5155,2892,1488,2942.86,2469.4,33216,false
2023-04-19,2023,4,19,2,2,0,0,0,1086,6.99117688712121,5302,2926,1024,2680,2463.27,13191,false
2023-04-20,2023,4,20,3,2,0,0,0,6066,8.710619527942297,1086,0,667,3546.57,2574.1,14371,false
2023-04-21,2023,4,21,4,2,0,0,0,2268,7.727094484779841,6066,660,1084,3776.29,2609.07,8969,false
2023-04-22,2023,4,22,5,2,1,0,0,3351,8.117312461601973,2268,1559,3445,4032.29,2628.13,10284,false
2023-04-23,2023,4,23,6,2,1,0,0,3617,8.19367666595524,3351,4998,2005,3835,2656.03,8747,false
2023-04-24,2023,4,24,0,2,0,0,0,3826,8.249836485425702,3617,5155,2273,3645.14,2693.43,13875,false
2023-04-25,2023,4,25,1,2,0,0,0,3030,8.016647877057803,3826,5302,1545,3320.57,2737,7884,false
2023-04-26,2023,4,26,2,2,0,0,0,510,6.236369590203704,3030,1086,2255,3238.29,2725.33,7798,false
2023-04-27,2023,4,27,3,2,0,0,0,2326,7.752335163302291,510,6066,32903,2704,2730.1,7896,false
2023-04-28,2023,4,28,4,2,0,0,0,3078,8.0323601479245,2326,2268,4059,2819.71,2170.57,18724,false
2023-04-29,2023,4,29,5,2,1,0,0,2873,7.96346006663897,3078,3351,2238,2751.43,2232.2,13336,false
2023-04-30,2023,4,30,6,2,1,0,1,1720,7.450660796211539,2873,3617,1034,2480.43,2154.17,9125,false
2023-05-01,2023,5,1,0,2,0,1,0,154,5.043425116919247,1720,3826,2770,1955.86,2143.17,6852,false
2023-05-02,2023,5,2,1,2,0,0,0,0,0,154,3030,1326,1523,2131.17,3437,false
2023-05-03,2023,5,3,2,2,0,0,0,16895,9.734832186505988,0,510,2688,3863.71,2657.2,22554,false
2023-05-04,2023,5,4,3,2,0,0,0,800,6.685860947068359,16895,2326,590,3645.71,2645.97,12379,false
2023-05-05,2023,5,5,4,2,0,0,0,70,4.2626798770413155,800,3078,870,3216,2646.97,3139,false
2023-05-06,2023,5,6,5,2,1,0,0,1280,7.155396301896734,70,2873,1641,2988.43,2638.73,9633,false
2023-05-07,2023,5,7,6,2,1,0,0,416,6.0330862217988015,1280,1720,1854,2802.14,2617.43,12629,false
2023-05-08,2023,5,8,0,2,0,0,0,1000,6.90875477931522,416,154,562,2923,2620.8,4628,false
2023-05-09,2023,5,9,1,2,0,0,0,770,6.647688373563329,1000,0,1440,3033,2631.6,3993,false
2023-05-10,2023,5,10,2,2,0,0,0,582,6.368187186350492,770,16895,546,702.57,2640.33,3203,false
2023-05-11,2023,5,11,3,2,0,0,0,2626,7.873597789685539,582,800,4063,963.43,2631.47,6147,false
2023-05-12,2023,5,12,4,2,0,0,0,3639,8.199738960630786,2626,70,1190,1473.29,2655.23,10004,false
2023-05-13,2023,5,13,5,2,1,0,0,1042,6.949856455000773,3639,1280,1443,1439.29,2689.97,7386,false
2023-05-14,2023,5,14,6,2,1,0,0,1830,7.5126175446745105,1042,416,2816,1641.29,2728.97,6979,false
2023-05-15,2023,5,15,0,2,0,0,0,4579,8.429454277108231,1830,1000,1188,2152.57,2829.63,9362,false
2023-05-16,2023,5,16,1,2,0,0,0,3125,8.047509510981422,4579,770,1157,2489,2767.2,8769,false
2023-05-17,2023,5,17,2,2,0,0,0,2252,7.720017940432244,3125,582,640,2727.57,2670.43,6297,false
2023-05-18,2023,5,18,3,2,0,0,0,1986,7.594381242551816,2252,2626,1544,2636.14,2559.9,6843,false
2023-05-19,2023,5,19,4,2,0,0,0,1769,7.478734825567875,1986,3639,1151,2369,2582.67,7754,false
2023-05-20,2023,5,20,5,2,1,0,0,3793,8.24117615049496,1769,1042,783,2762,2506.9,10088,false
2023-05-21,2023,5,21,6,2,1,0,0,2346,7.760893195851024,3793,1830,2239,2835.71,2509.5,8041,false
2023-05-22,2023,5,22,0,2,0,0,0,3719,8.221478947267192,2346,4579,2755,2712.86,2521.77,12000,false
2023-05-23,2023,5,23,1,2,0,0,0,12832,9.459775257244461,3719,3125,2419,4099.57,2828.93,18949,false
2023-05-24,2023,5,24,2,2,0,0,0,2692,7.898411092811599,12832,2252,2369,4162.43,2791.13,56413,false
2023-05-25,2023,5,25,3,2,0,0,0,3560,8.177796683277778,2692,1986,2119,4387.29,2808.8,8468,false
2023-05-26,2023,5,26,4,2,0,0,0,2586,7.858254182186029,3560,1769,2221,4504,2878,5587,false
2023-05-27,2023,5,27,5,2,1,0,0,2008,7.605392364814934,2586,3793,1500,4249,2867.4,5046,false
2023-05-28,2023,5,28,6,2,1,0,0,1212,7.10085190894405,2008,2346,1385,4087,2805.2,2548,false
2023-05-29,2023,5,29,0,2,0,0,0,0,0,1212,3719,43239,3555.71,2709.43,1960,false
2023-05-30,2023,5,30,1,2,0,0,0,0,0,0,12832,2520,1722.57,2652.1,2880,false
2023-05-31,2023,5,31,2,2,0,0,1,0,0,0,2692,1375,1338,2646.97,1720,false
2023-06-01,2023,6,1,3,2,0,1,0,1683,7.428927194802272,0,3560,979,1069.86,2703.07,7280,false
2023-06-02,2023,6,2,4,2,0,0,0,1497,7.311886164077165,1683,2586,2500,914.29,2189.8,10391,false
2023-06-03,2023,6,3,5,2,1,0,0,430,6.066108090103747,1497,2008,2260,688.86,2177.47,20878,false
2023-06-04,2023,6,4,6,2,1,0,0,1040,6.947937068614968,430,1212,571,664.29,2209.8,6751,false
2023-06-05,2023,6,5,0,2,0,0,0,220,5.3981627015177525,1040,0,1723,695.71,2174.47,3902,false
2023-06-06,2023,6,6,1,2,0,0,0,980,6.888572459565363,220,0,2449,835.71,2193.27,8137,false
2023-06-07,2023,6,7,2,2,0,0,0,1410,7.2520539518528135,980,0,1634,1037.14,2206.93,6374,false
2023-06-08,2023,6,8,3,2,0,0,0,217,5.384495062789089,1410,1683,629,827.71,2188.5,4432,false
2023-06-09,2023,6,9,4,2,0,0,0,380,5.9427993751267,217,1497,155,668.14,2181.77,4189,false
2023-06-10,2023,6,10,5,2,1,0,0,1377,7.228388451573603,380,430,761,803.43,2140.13,4246,false
2023-06-11,2023,6,11,6,2,1,0,0,2440,7.800163070392959,1377,1040,14961,1003.43,2100.17,6579,false
2023-06-12,2023,6,12,0,2,0,0,0,3292,8.099554282376364,2440,220,2603,1442.29,2175.17,20478,false
2023-06-13,2023,6,13,1,2,0,0,0,1887,7.543273346705446,3292,980,1097,1571.86,2177.07,13777,false
2023-06-14,2023,6,14,2,2,0,0,0,3769,8.234830280442056,1887,1410,1373,1908.86,2150.07,11785,false
2023-06-15,2023,6,15,3,2,0,0,0,4764,8.469052816088302,3769,217,1208,2558.43,2204.7,13450,false
2023-06-16,2023,6,16,4,2,0,0,0,3902,8.269500767180615,4764,380,1159,3061.57,2259.7,10228,false
2023-06-17,2023,6,17,5,2,1,0,0,3365,8.121480374750751,3902,1377,983,3345.57,2305.67,8906,false
2023-06-18,2023,6,18,6,2,1,0,0,5388,8.592115117933496,3365,2440,783,3766.71,2426.3,10984,false
2023-06-19,2023,6,19,0,2,0,0,0,1758,7.472500744737558,5388,3292,1440,3547.57,2358.47,5226,false
2023-06-20,2023,6,20,1,2,0,0,0,1300,7.170888478512505,1758,1887,3150,3463.71,2323.6,6280,false
2023-06-21,2023,6,21,2,2,0,0,0,1994,7.598399329323963,1300,3769,254,3210.14,2266.1,6781,false
2023-06-22,2023,6,22,3,2,0,0,0,1827,7.510977752014095,1994,4764,2272,2790.57,1899.27,7118,false
2023-06-23,2023,6,23,4,2,0,0,0,2396,7.781973234434384,1827,3902,4318,2575.43,1889.4,11837,false
2023-06-24,2023,6,24,5,2,1,0,0,17719.25,9.782463332411695,2396,3365,2999,4626.04,2361.38,26527.25,false
2023-06-25,2023,6,25,6,2,1,0,0,1962,7.582229194276461,17719.25,5388,1916,4136.61,2340.57,7999,false
2023-06-26,2023,6,26,0,2,0,0,0,2486,7.818832443803404,1962,1758,2088,4240.61,2356.51,5832,false
2023-06-27,2023,6,27,1,2,0,0,0,1740,7.462214939768189,2486,1300,1201,4303.46,2374.11,5757,false
2023-06-28,2023,6,28,2,2,0,0,0,1060,6.966967138613983,1740,1994,2714,4170.04,2409.44,9195,false
2023-06-29,2023,6,29,3,2,0,0,0,2736,7.914617709040678,1060,1827,22407,4299.89,2500.64,6321,false
2023-06-30,2023,6,30,4,2,0,0,1,1354,7.211556733313801,2736,2396,145,4151.04,2545.78,39737,false
2023-07-01,2023,7,1,5,3,1,1,0,1817,7.505492274737424,1354,17719.25,2969,1879.29,2550.24,11482,false
2023-07-02,2023,7,2,6,3,1,0,0,358,5.883322388488279,1817,1962,1290,1650.14,2512.28,7538,false
2023-07-03,2023,7,3,0,3,0,0,0,567,6.342121418721151,358,2486,3395,1376,2516.84,3058,false
2023-07-04,2023,7,4,1,3,0,0,0,0,0,567,1740,3066,1127.43,2482.18,450,false
2023-07-05,2023,7,5,2,3,0,0,0,1662,7.416378479192927,0,1060,2371,1213.43,2530.24,7824,false
2023-07-06,2023,7,6,3,3,0,0,0,1696,7.436617265234226,1662,2736,3062,1064.86,2554.11,6647,false
2023-07-07,2023,7,7,4,3,0,0,0,1940,7.57095858316901,1696,1354,1006,1148.57,2571.78,5965,false
2023-07-08,2023,7,8,5,3,1,0,0,240,5.484796933490655,1940,1817,3203,923.29,2572.54,3155,false
2023-07-09,2023,7,9,6,3,1,0,0,1200,7.0909098220799835,240,358,3213,1043.57,2599.88,6411,false
2023-07-10,2023,7,10,0,3,0,0,0,1487,7.305188215393037,1200,567,1561,1175,2603.54,5175,false
2023-07-11,2023,7,11,1,3,0,0,0,2308,7.744569809354495,1487,0,2980,1504.71,2599.14,7766,false
2023-07-12,2023,7,12,2,3,0,0,0,1380,7.230563153409292,2308,1662,2729,1464.43,2535.41,6813,false
2023-07-13,2023,7,13,3,3,0,0,0,1651,7.409741954080923,1380,1696,1635,1458,2527.54,5512,false
2023-07-14,2023,7,14,4,3,0,0,0,322,5.777652323222656,1651,1940,1171,1226.86,2412.64,2327,false
2023-07-15,2023,7,15,5,3,1,0,0,1637,7.401231264413014,322,240,1242,1426.43,2308.41,3346,false
2023-07-16,2023,7,16,6,3,1,0,0,1090,6.994849985833071,1637,1200,668,1410.71,2214.68,3982,false
2023-07-17,2023,7,17,0,3,0,0,0,560,6.329720905522696,1090,1487,1102,1278.29,2121.18,2924,false
2023-07-18,2023,7,18,1,3,0,0,0,1934,7.567862605463882,560,2308,658,1224.86,2006.04,5915,false
2023-07-19,2023,7,19,2,3,0,0,0,4038,8.303752415563412,1934,1380,2160,1604.57,2082.04,10987,false
2023-07-20,2023,7,20,3,3,0,0,0,3982,8.289790583181643,4038,1651,3745,1937.57,2171.44,10726,false
2023-07-21,2023,7,21,4,3,0,0,0,1159,7.05617528410041,3982,322,3465,2057.14,2143.61,8206,false
2023-07-22,2023,7,22,5,3,1,0,0,200,5.303304908059076,1159,1637,1975,1851.86,2089.38,4839,false
2023-07-23,2023,7,23,6,3,1,0,0,1080,6.985641817639208,200,1090,2897,1850.43,2045.51,3662,false
2023-07-24,2023,7,24,0,3,0,0,0,1910,7.555381944240273,1080,560,3225,2043.29,1518.53,3262,false
2023-07-25,2023,7,25,1,3,0,0,0,27604,10.225752194718144,1910,1934,6603,5710.43,2373.27,42965,false
2023-07-26,2023,7,26,2,3,0,0,0,200,5.303304908059076,27604,4038,1084,5162.14,2297.07,742,false
2023-07-27,2023,7,27,3,3,0,0,0,0,0,200,3982,1907,4593.29,2239.07,871,false
2023-07-28,2023,7,28,4,3,0,0,0,1361,7.216709486709457,0,1159,3125,4622.14,2249.1,10289,false
2023-07-29,2023,7,29,5,3,1,0,0,564,6.33682573114644,1361,200,28705,4674.14,2176.7,2048,false
2023-07-30,2023,7,30,6,3,1,0,0,1000,6.90875477931522,564,1080,1229,4662.71,2164.9,12366,false
2023-07-31,2023,7,31,0,3,0,0,1,844,6.739336627357174,1000,1910,0,4510.43,2132.47,3095,false
2023-08-01,2023,8,1,1,3,0,1,0,772,6.6502790485874215,844,27604,3646,677.29,2146.27,3936,false
2023-08-02,2023,8,2,2,3,0,0,0,819,6.709304340258298,772,200,766,765.71,2154.67,15862,false
2023-08-03,2023,8,3,3,3,0,0,0,1170,7.065613363597717,819,0,2849,932.86,2193.67,3084,false
2023-08-04,2023,8,4,4,3,0,0,0,808,6.695798917058491,1170,1361,3206,853.86,2165.2,3520,false
2023-08-05,2023,8,5,5,3,1,0,0,70,4.2626798770413155,808,564,1161,783.29,2111,6923,false
2023-08-06,2023,8,6,6,3,1,0,0,2470,7.81237820598861,70,1000,2634,993.29,2128.67,6962,false
2023-08-07,2023,8,7,0,3,0,0,0,1883,7.5411524551363085,2470,844,292,1141.71,2183.43,6017,false
2023-08-08,2023,8,8,1,3,0,0,0,762,6.637258031284457,1883,772,700,1140.29,2168.83,4282,false
2023-08-09,2023,8,9,2,3,0,0,0,2867,7.961370201719511,762,819,2461,1432.86,2214.83,8330,false
2023-08-10,2023,8,10,3,3,0,0,0,2308,7.744569809354495,2867,1170,1373,1595.43,2214.83,7610,false
2023-08-11,2023,8,11,4,3,0,0,0,1852,7.52456122628536,2308,808,1981,1744.57,2230.57,5248,false
2023-08-12,2023,8,12,5,3,1,0,0,3046,8.021912778985708,1852,70,3012,2169.71,2277.07,8165,false
2023-08-13,2023,8,13,6,3,1,0,0,3501,8.161089512845797,3046,2470,1686,2317,2383.03,8514,false
2023-08-14,2023,8,14,0,3,0,0,0,1243,7.126087273299125,3501,1883,919,2225.57,2369.9,4249,false
2023-08-15,2023,8,15,1,3,0,0,0,3436,8.142354276849833,1243,762,621,2607.57,2448.1,40083,false
2023-08-16,2023,8,16,2,3,0,0,0,2570,7.852050207265889,3436,2867,532,2565.14,2515.1,6411,false
2023-08-17,2023,8,17,3,3,0,0,0,1118,7.020190708311925,2570,2308,1443,2395.14,2487.9,5197,false
2023-08-18,2023,8,18,4,3,0,0,0,507,6.230481447578482,1118,1852,629,2203,2370.2,3852,false
2023-08-19,2023,8,19,5,3,1,0,0,1034,6.942156705699469,507,3046,2990,1915.57,2271.93,6047,false
2023-08-20,2023,8,20,6,3,1,0,0,304,5.720311776607412,1034,3501,1567,1458.86,2243.43,2736,false
2023-08-21,2023,8,21,0,3,0,0,0,1611,7.385230923066573,304,1243,2992,1511.43,2290.47,6776,false
2023-08-22,2023,8,22,1,3,0,0,0,28989,10.2747062219157,1611,3436,1354,5161.86,3220.77,52937,false
2023-08-23,2023,8,23,2,3,0,0,0,1909,7.554858521040675,28989,2570,1452,5067.43,3220.73,9651,false
2023-08-24,2023,8,24,3,3,0,0,0,867,6.76619171466035,1909,1118,1463,5031.57,2329.5,4975,false
2023-08-25,2023,8,25,4,3,0,0,0,1366,7.220373836723949,867,507,1577,5154.29,2368.37,4479,false
2023-08-26,2023,8,26,5,3,1,0,0,1621,7.391415234675358,1366,1034,795,5238.14,2422.4,6299,false
2023-08-27,2023,8,27,6,3,1,0,0,0,0,1621,304,1868,5194.71,2377.03,3410,false
2023-08-28,2023,8,28,0,3,0,0,0,0,0,0,1611,1482,4964.57,2358.23,310,false
2023-08-29,2023,8,29,1,3,0,0,0,200,5.303304908059076,0,28989,42475,851.86,2331.57,768,false
2023-08-30,2023,8,30,2,3,0,0,0,0,0,200,1909,1158,579.14,2303.43,314,false
2023-08-31,2023,8,31,3,3,0,0,1,610,6.415096959171595,0,867,1135,542.43,2298.03,5118,false
2023-09-01,2023,9,1,4,3,0,1,0,1912,7.556427969440253,610,1366,1651,620.43,2334.47,5882,false
2023-09-02,2023,9,2,5,3,1,0,0,2391,7.779885115070522,1912,1621,2719,730.43,2375.17,9586,false
2023-09-03,2023,9,3,6,3,1,0,0,250,5.5254529391317835,2391,0,386,766.14,2356.57,4710,false
2023-09-04,2023,9,4,0,3,0,0,0,1257,7.1372784372603855,250,0,2291,945.71,2396.13,5712,false
2023-09-05,2023,9,5,1,3,0,0,0,400,5.993961427306569,1257,200,1344,974.29,2327.13,10792,false
2023-09-06,2023,9,6,2,3,0,0,0,4622,8.438799123988225,400,0,2970,1634.57,2418.43,9952,false
2023-09-07,2023,9,7,3,3,0,0,0,2271,7.7284157798410416,4622,610,2373,1871.86,2468.73,6735,false
2023-09-08,2023,9,8,4,3,0,0,0,547,6.306275286948015,2271,1912,0,1676.86,2391.4,3034,false
2023-09-09,2023,9,9,5,3,1,0,0,2227,7.708859601047174,547,2391,937,1653.43,2388.7,7852,false
2023-09-10,2023,9,10,6,3,1,0,0,1094,6.998509642250601,2227,250,998,1774,2363.43,5459,false
2023-09-11,2023,9,11,0,3,0,0,0,2701,7.901747518520144,1094,1257,1896,1980.29,2351.93,6881,false
2023-09-12,2023,9,12,1,3,0,0,0,2057,7.629489916393995,2701,400,2409,2217,2303.8,8171,false
2023-09-13,2023,9,13,2,3,0,0,0,729,6.593044534142437,2057,4622,760,1660.86,2286.67,4269,false
2023-09-14,2023,9,14,3,3,0,0,0,1190,7.0825485693553,729,2271,972,1506.43,2211.8,7392,false
2023-09-15,2023,9,15,4,3,0,0,0,2046,7.624130585661289,1190,547,328,1720.57,2194.33,7954,false
2023-09-16,2023,9,16,5,3,1,0,0,1614,7.387090235656757,2046,2227,1127,1633,2210.87,4825,false
2023-09-17,2023,9,17,6,3,1,0,0,2246,7.717351272185329,1614,1094,290,1797.57,2268.83,9083,false
2023-09-18,2023,9,18,0,3,0,0,0,2387,7.778211474512492,2246,2701,358,1752.71,2313.93,6879,false
2023-09-19,2023,9,19,1,3,0,0,0,487,6.190315405853147,2387,2057,1113,1528.43,2320.03,4794,false
2023-09-20,2023,9,20,2,3,0,0,0,1365,7.2196420401307355,487,729,2042,1619.29,2311.83,7549,false
2023-09-21,2023,9,21,3,3,0,0,0,2561,7.848543482456679,1365,1190,242,1815.14,1430.9,7484,false
2023-09-22,2023,9,22,4,3,0,0,0,720,6.580639137284948,2561,2046,438,1625.71,1391.27,2974,false
2023-09-23,2023,9,23,5,3,1,0,0,2120,7.659642954564682,720,1614,1056,1698,1433.03,11854,false
2023-09-24,2023,9,24,6,3,1,0,0,1348,7.207118856207756,2120,2246,1346,1569.71,1432.43,4294,false
